gpu,arm,probe,dtype,size,direction,kind,causal,flops,ms,n_cards
NVIDIA_GeForce_RTX_3060_Ti,v1,elementwise,fp32,134217728,fwd,,,134217728.0,2.6047093868255615,18
NVIDIA_GeForce_RTX_3060_Ti,v1,elementwise,fp32,134217728,fwd_bwd,,,402653184.0,7.71942400932312,18
NVIDIA_GeForce_RTX_3060_Ti,v1,elementwise,fp32,268435456,fwd,,,268435456.0,5.209770679473877,18
NVIDIA_GeForce_RTX_3060_Ti,v1,elementwise,fp32,268435456,fwd_bwd,,,805306368.0,15.430480003356934,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m1024n1024k1024,fwd,,,2147483648.0,0.07469365433749989,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m1024n1024k1024,fwd_bwd,,,6442450944.0,0.22875021563635933,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m1072n1280k1728,fwd_bwd,,,14226554880.0,0.5148672103881836,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m1072n832k2752,fwd_bwd,,,14727118848.0,0.5876735925674439,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m1872n960k1856,fwd_bwd,,,20012728320.0,0.7262207984924316,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2048n1536k576,fwd,,,3623878656.0,0.12428800463676452,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2048n1536k576,fwd_bwd,,,10871635968.0,0.4205568075180054,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2048n2048k2048,fwd,,,17179869184.0,0.4935935974121094,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2048n2048k2048,fwd_bwd,,,51539607552.0,1.5220736026763917,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2048n3072k768,fwd,,,9663676416.0,0.2946815967559815,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2048n3072k768,fwd_bwd,,,28991029248.0,0.935321569442749,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2048n49152k576,fwd,,,115964116992.0,3.523807144165039,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2048n49152k576,fwd_bwd,,,347892350976.0,11.634278488159179,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2048n768k3072,fwd,,,9663676416.0,0.31575039625167844,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2048n768k3072,fwd_bwd,,,28991029248.0,0.9578495979309082,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2048n768k768,fwd,,,2415919104.0,0.0858593334754308,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2048n768k768,fwd_bwd,,,7247757312.0,0.26182399690151215,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2144n832k1216,fwd_bwd,,,13014663168.0,0.5245951890945435,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2320n1600k448,fwd_bwd,,,9977856000.0,0.3876693367958069,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2336n768k1600,fwd_bwd,,,17222860800.0,0.581712007522583,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m256n1536k576,fwd,,,452984832.0,0.022666866661822833,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m256n1536k576,fwd_bwd,,,1358954496.0,0.06339199841022491,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m256n3072k768,fwd,,,1207959552.0,0.04984593144277247,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m256n3072k768,fwd_bwd,,,3623878656.0,0.1502635609972608,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m256n49152k576,fwd,,,14495514624.0,0.42739200592041016,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m256n49152k576,fwd_bwd,,,43486543872.0,1.640959930419922,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m256n768k3072,fwd,,,1207959552.0,0.05511524226214434,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m256n768k3072,fwd_bwd,,,3623878656.0,0.14885977467337808,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m256n768k768,fwd,,,301989888.0,0.015856943302082295,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m256n768k768,fwd_bwd,,,905969664.0,0.0466471486240443,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m2576n384k1280,fwd_bwd,,,7596933120.0,0.28115199506282806,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m3152n1536k576,fwd,,,5577375744.0,0.16506879925727844,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m3152n1536k576,fwd_bwd,,,16732127232.0,0.6239007949829102,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m3152n3072k768,fwd,,,14873001984.0,0.4283648014068604,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m3152n3072k768,fwd_bwd,,,44619005952.0,1.3345792293548584,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m3152n49152k576,fwd,,,178476023808.0,5.501695823669434,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m3152n49152k576,fwd_bwd,,,535428071424.0,18.433513641357422,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m3152n768k3072,fwd,,,14873001984.0,0.4318975925445557,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m3152n768k3072,fwd_bwd,,,44619005952.0,1.31778564453125,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m3152n768k768,fwd,,,3718250496.0,0.11010560393333435,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m3152n768k768,fwd_bwd,,,11154751488.0,0.35558400551478064,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m3616n448k2560,fwd,,,8294236160.0,0.3501055955886841,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m3616n448k2560,fwd_bwd,,,24882708480.0,0.9128960132598877,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m3952n192k4096,fwd_bwd,,,18647875584.0,0.7779328107833863,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m3968n1024k640,fwd_bwd,,,15602810880.0,0.6089728116989136,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m4096n4096k4096,fwd,,,137438953472.0,3.941068649291992,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m4096n4096k4096,fwd_bwd,,,412316860416.0,11.844505691528319,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m5072n128k3136,fwd_bwd,,,12215648256.0,0.4261888027191162,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m512n1536k576,fwd,,,905969664.0,0.03808638359477961,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m512n1536k576,fwd_bwd,,,2717908992.0,0.1389909346898397,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m512n3072k768,fwd,,,2415919104.0,0.08512000242869058,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m512n3072k768,fwd_bwd,,,7247757312.0,0.2771199941635132,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m512n49152k576,fwd,,,28991029248.0,0.9070240020751953,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m512n49152k576,fwd_bwd,,,86973087744.0,3.1584256172180174,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m512n768k3072,fwd,,,2415919104.0,0.09773942402430943,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m512n768k3072,fwd_bwd,,,7247757312.0,0.2611199915409088,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m512n768k768,fwd,,,603979776.0,0.035043430664696285,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m512n768k768,fwd_bwd,,,1811939328.0,0.08948104277901028,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m5216n2240k1280,fwd,,,29910630400.0,0.916428804397583,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m5216n2240k1280,fwd_bwd,,,89731891200.0,2.8164095878601074,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m5648n192k2176,fwd_bwd,,,14158135296.0,0.5193727970123291,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m6944n3840k192,fwd,,,10239344640.0,0.3899136066436768,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m6944n3840k192,fwd_bwd,,,30718033920.0,1.4215136051177977,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m7232n448k2368,fwd,,,15344336896.0,0.48867840766906734,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m7232n448k2368,fwd_bwd,,,46033010688.0,1.5291391849517821,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m7392n2240k192,fwd_bwd,,,19074908160.0,0.7616512060165406,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m7472n320k3648,fwd,,,17445027840.0,0.6349311828613282,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m7472n320k3648,fwd_bwd,,,52335083520.0,1.7349632263183592,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m7584n3072k128,fwd_bwd,,,17892900864.0,0.7707648038864136,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m7824n768k3328,fwd,,,39994785792.0,1.1540224075317382,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m7824n768k3328,fwd_bwd,,,119984357376.0,3.769753646850586,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m80n1536k576,fwd,,,141557760.0,0.014173964445981294,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m80n1536k576,fwd_bwd,,,424673280.0,0.04172626008158145,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m80n3072k768,fwd,,,377487360.0,0.030822399946359488,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m80n3072k768,fwd_bwd,,,1132462080.0,0.07477096546749104,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m80n49152k576,fwd,,,4529848320.0,0.2587648034095764,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m80n49152k576,fwd_bwd,,,13589544960.0,0.7392256021499634,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m80n768k3072,fwd,,,377487360.0,0.02338890941296328,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m80n768k3072,fwd_bwd,,,1132462080.0,0.07486577387209292,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m80n768k768,fwd,,,94371840.0,0.010557746447478037,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m80n768k768,fwd_bwd,,,283115520.0,0.027055902935009847,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m8192n1536k576,fwd,,,14495514624.0,0.4798464059829712,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m8192n1536k576,fwd_bwd,,,43486543872.0,1.6835583686828612,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m8192n3072k768,fwd,,,38654705664.0,1.1811840057373049,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m8192n3072k768,fwd_bwd,,,115964116992.0,3.708518409729004,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m8192n49152k576,fwd,,,463856467968.0,14.033203125,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m8192n49152k576,fwd_bwd,,,1391569403904.0,44.5010986328125,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m8192n768k3072,fwd,,,38654705664.0,1.1679232120513916,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m8192n768k3072,fwd_bwd,,,115964116992.0,3.4085887908935546,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m8192n768k768,fwd,,,9663676416.0,0.3192832112312317,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,bf16,m8192n768k768,fwd_bwd,,,28991029248.0,0.9351168155670166,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m1024n1024k1024,fwd,,,2147483648.0,0.07387834818905624,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m1024n1024k1024,fwd_bwd,,,6442450944.0,0.22738489839765763,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m1072n1280k1728,fwd_bwd,,,14226554880.0,0.5016191959381103,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m1072n832k2752,fwd_bwd,,,14727118848.0,0.5633856058120728,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m1872n960k1856,fwd_bwd,,,20012728320.0,0.7987904071807861,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2048n1536k576,fwd,,,3623878656.0,0.12277760505676269,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2048n1536k576,fwd_bwd,,,10871635968.0,0.4429823875427246,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2048n2048k2048,fwd,,,17179869184.0,0.4912359952926636,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2048n2048k2048,fwd_bwd,,,51539607552.0,1.546547222137451,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2048n3072k768,fwd,,,9663676416.0,0.2911743998527527,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2048n3072k768,fwd_bwd,,,28991029248.0,0.9586688041687013,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2048n49152k576,fwd,,,115964116992.0,3.4747392654418947,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2048n49152k576,fwd_bwd,,,347892350976.0,11.81358070373535,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2048n768k3072,fwd,,,9663676416.0,0.3118336081504822,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2048n768k3072,fwd_bwd,,,28991029248.0,0.9613311767578125,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2048n768k768,fwd,,,2415919104.0,0.09354306196237538,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2048n768k768,fwd_bwd,,,7247757312.0,0.2616320103406906,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2144n832k1216,fwd_bwd,,,13014663168.0,0.5592736005783081,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2320n1600k448,fwd_bwd,,,9977856000.0,0.5272448062896729,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2336n768k1600,fwd_bwd,,,17222860800.0,0.6225919961929322,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m256n1536k576,fwd,,,452984832.0,0.024296525977356414,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m256n1536k576,fwd_bwd,,,1358954496.0,0.06492680961973318,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m256n3072k768,fwd,,,1207959552.0,0.04978759632474411,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m256n3072k768,fwd_bwd,,,3623878656.0,0.16202307473390531,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m256n49152k576,fwd,,,14495514624.0,0.4238591909408569,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m256n49152k576,fwd_bwd,,,43486543872.0,1.4438399791717529,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m256n768k3072,fwd,,,1207959552.0,0.054562594439532305,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m256n768k3072,fwd_bwd,,,3623878656.0,0.1478628601346697,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m256n768k768,fwd,,,301989888.0,0.015866462235020612,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m256n768k768,fwd_bwd,,,905969664.0,0.05348130878310115,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m2576n384k1280,fwd_bwd,,,7596933120.0,0.3047565732683454,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m3152n1536k576,fwd,,,5577375744.0,0.16317440271377565,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m3152n1536k576,fwd_bwd,,,16732127232.0,0.6481920003890991,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m3152n3072k768,fwd,,,14873001984.0,0.42252800464630125,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m3152n3072k768,fwd_bwd,,,44619005952.0,1.4265344142913818,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m3152n49152k576,fwd,,,178476023808.0,5.4238121032714846,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m3152n49152k576,fwd_bwd,,,535428071424.0,17.676287841796874,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m3152n768k3072,fwd,,,14873001984.0,0.5464063882827759,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m3152n768k3072,fwd_bwd,,,44619005952.0,1.7051648139953612,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m3152n768k768,fwd,,,3718250496.0,0.10943999886512756,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m3152n768k768,fwd_bwd,,,11154751488.0,0.40947201251983645,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m3616n448k2560,fwd,,,8294236160.0,0.34757120609283443,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m3616n448k2560,fwd_bwd,,,24882708480.0,1.0212128162384033,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m3952n192k4096,fwd_bwd,,,18647875584.0,0.6608896017074585,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m3968n1024k640,fwd_bwd,,,15602810880.0,0.5472255945205688,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m4096n4096k4096,fwd,,,137438953472.0,3.872537612915039,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m4096n4096k4096,fwd_bwd,,,412316860416.0,11.757427215576172,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m5072n128k3136,fwd_bwd,,,12215648256.0,0.4567039966583252,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m512n1536k576,fwd,,,905969664.0,0.03364476359496682,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m512n1536k576,fwd_bwd,,,2717908992.0,0.10622652580863551,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m512n3072k768,fwd,,,2415919104.0,0.08409599959850311,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m512n3072k768,fwd_bwd,,,7247757312.0,0.26739200949668884,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m512n49152k576,fwd,,,28991029248.0,1.0191360473632813,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m512n49152k576,fwd_bwd,,,86973087744.0,3.3520639419555662,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m512n768k3072,fwd,,,2415919104.0,0.08405333757400513,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m512n768k3072,fwd_bwd,,,7247757312.0,0.24450845188564724,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m512n768k768,fwd,,,603979776.0,0.022762283692049905,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m512n768k768,fwd_bwd,,,1811939328.0,0.07901183843612672,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m5216n2240k1280,fwd,,,29910630400.0,0.9016832351684569,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m5216n2240k1280,fwd_bwd,,,89731891200.0,2.923315238952637,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m5648n192k2176,fwd_bwd,,,14158135296.0,0.5167967796325683,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m6944n3840k192,fwd,,,10239344640.0,0.3978239893913269,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m6944n3840k192,fwd_bwd,,,30718033920.0,1.1752448081970215,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m7232n448k2368,fwd,,,15344336896.0,0.4907263994216919,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m7232n448k2368,fwd_bwd,,,46033010688.0,1.555520009994507,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m7392n2240k192,fwd_bwd,,,19074908160.0,0.7468032121658326,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m7472n320k3648,fwd,,,17445027840.0,0.5953903913497924,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m7472n320k3648,fwd_bwd,,,52335083520.0,1.895833683013916,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m7584n3072k128,fwd_bwd,,,17892900864.0,0.7945215940475464,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m7824n768k3328,fwd,,,39994785792.0,1.1360151767730713,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m7824n768k3328,fwd_bwd,,,119984357376.0,3.823923110961914,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m80n1536k576,fwd,,,141557760.0,0.013922083697822246,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m80n1536k576,fwd_bwd,,,424673280.0,0.0361293411214745,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m80n3072k768,fwd,,,377487360.0,0.030308848077600654,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m80n3072k768,fwd_bwd,,,1132462080.0,0.07281710010357004,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m80n49152k576,fwd,,,4529848320.0,0.1879808008670807,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m80n49152k576,fwd_bwd,,,13589544960.0,0.6713344097137451,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m80n768k3072,fwd,,,377487360.0,0.02328409289204797,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m80n768k3072,fwd_bwd,,,1132462080.0,0.0742538561168899,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m80n768k768,fwd,,,94371840.0,0.008179148380181297,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m80n768k768,fwd_bwd,,,283115520.0,0.023372937169328076,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m8192n1536k576,fwd,,,14495514624.0,0.4665856122970581,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m8192n1536k576,fwd_bwd,,,43486543872.0,1.4871551990509033,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m8192n3072k768,fwd,,,38654705664.0,1.1501032352447509,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m8192n3072k768,fwd_bwd,,,115964116992.0,3.6075521469116207,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m8192n49152k576,fwd,,,463856467968.0,13.813161468505859,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m8192n49152k576,fwd_bwd,,,1391569403904.0,45.73368377685547,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m8192n768k3072,fwd,,,38654705664.0,1.1513599872589113,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m8192n768k3072,fwd_bwd,,,115964116992.0,3.757363128662109,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m8192n768k768,fwd,,,9663676416.0,0.3122671961784363,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp16,m8192n768k768,fwd_bwd,,,28991029248.0,1.0134527683258057,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m1024n1024k1024,fwd,,,2147483648.0,0.21504000425338746,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m1024n1024k1024,fwd_bwd,,,6442450944.0,0.7064287900924682,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m1072n1280k1728,fwd_bwd,,,14226554880.0,1.4483456134796142,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m1072n832k2752,fwd_bwd,,,14727118848.0,1.5666783809661866,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m1872n960k1856,fwd_bwd,,,20012728320.0,2.030073642730713,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m2048n1536k576,fwd,,,3623878656.0,0.3608752012252807,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m2048n1536k576,fwd_bwd,,,10871635968.0,1.1649919986724853,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m2048n2048k2048,fwd,,,17179869184.0,1.7811967849731445,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m2048n2048k2048,fwd_bwd,,,51539607552.0,4.980428886413574,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m2048n3072k768,fwd,,,9663676416.0,1.0254079818725588,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m2048n3072k768,fwd_bwd,,,28991029248.0,2.999091148376465,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m2048n49152k576,fwd,,,115964116992.0,11.950105667114258,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m2048n49152k576,fwd_bwd,,,347892350976.0,39.57401580810547,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m2048n768k3072,fwd,,,9663676416.0,1.0284240245819092,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m2048n768k3072,fwd_bwd,,,28991029248.0,2.9037568092346193,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m2048n768k768,fwd,,,2415919104.0,0.243938410282135,18
NVIDIA_GeForce_RTX_3060_Ti,v1,gemm,fp32,m2048n768k768,fwd_bwd,,,7247757312.0,0.7905279874801636,18
