model,img_size,batch_size,precision,avg_time_ms,oom,gpu,vram_gb,cleanup
beit_large_patch16_224,64,16,bf16,51.66387176513672,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,64,16,fp16,57.33171081542969,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,64,16,fp32,95.01428985595705,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,64,32,bf16,61.48761749267578,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,64,32,fp16,60.64947128295898,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,64,32,fp32,95.79571533203124,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,64,64,bf16,80.25804901123047,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,64,64,fp16,78.80242919921875,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,64,64,fp32,148.2915802001953,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,128,16,bf16,80.40806579589844,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,128,16,fp16,79.02105712890625,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,128,16,fp32,149.68063354492188,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,128,32,bf16,117.40916442871094,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,128,32,fp16,116.6846694946289,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,128,32,fp32,259.9792785644531,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,128,64,bf16,200.4833221435547,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,128,64,fp16,199.11410522460935,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,128,64,fp32,,True,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,224,16,bf16,164.87986755371094,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,224,16,fp16,164.3805389404297,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,224,16,fp32,455.96978759765625,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,224,32,bf16,,True,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,224,32,fp16,,True,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,224,32,fp32,,True,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,224,64,bf16,,True,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,224,64,fp16,,True,NVIDIA_GeForce_RTX_4070_SUPER,12,
beit_large_patch16_224,224,64,fp32,,True,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,64,16,bf16,7.647744178771973,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,64,16,fp16,7.204864025115967,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,64,16,fp32,8.19916820526123,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,64,32,bf16,9.666560173034668,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,64,32,fp16,8.84928035736084,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,64,32,fp32,11.34177589416504,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,64,64,bf16,14.106623649597168,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,64,64,fp16,12.684800148010254,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,64,64,fp32,18.498559951782227,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,128,16,bf16,13.269503593444824,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,128,16,fp16,11.917311668395996,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,128,16,fp32,16.954368591308594,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,128,32,bf16,21.67859268188477,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,128,32,fp16,19.36947250366211,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
coatnet_0_rw_224,128,32,fp32,33.91011047363281,False,NVIDIA_GeForce_RTX_4070_SUPER,12,
