model,img_size,batch_size,precision,avg_time_ms,oom,gpu,vram_gb,cleanup
beit_large_patch16_224,64,16,bf16,18.49273681640625,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,64,16,fp16,18.370176315307617,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,64,16,fp32,26.699567794799805,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,64,32,bf16,20.949216842651367,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,64,32,fp16,20.88167953491211,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,64,32,fp32,35.042015075683594,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,64,64,bf16,27.06987190246582,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,64,64,fp16,26.93649673461914,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,64,64,fp32,52.55356979370117,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,128,16,bf16,27.458959579467773,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,128,16,fp16,27.35478401184082,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,128,16,fp32,53.60724639892578,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,128,32,bf16,40.47889709472656,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,128,32,fp16,40.342079162597656,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,128,32,fp32,87.90636444091797,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,128,64,bf16,66.06877136230469,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,128,64,fp16,65.7089614868164,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,128,64,fp32,169.14010620117188,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,224,16,bf16,56.20455932617188,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,224,16,fp16,56.00219345092773,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,224,16,fp32,131.9876251220703,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,224,32,bf16,94.07113647460938,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,224,32,fp16,93.727294921875,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,224,32,fp32,260.9717102050781,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,224,64,bf16,181.5971527099609,False,NVIDIA_GeForce_RTX_5090,32,
beit_large_patch16_224,224,64,fp16,179.703125,False,NVIDIA_GeForce_RTX_5090,32,
