model,img_size,batch_size,precision,avg_time_ms,oom,gpu,vram_gb,cleanup
beit_large_patch16_224,64,16,bf16,50.59225463867188,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,64,16,fp16,50.64704132080078,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,64,16,fp32,69.01350402832031,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,64,32,bf16,59.75091171264648,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,64,32,fp16,59.59423828125,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,64,32,fp32,86.99742126464844,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,64,64,bf16,76.43596649169922,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,64,64,fp16,76.16307067871094,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,64,64,fp32,138.70848083496094,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,128,16,bf16,76.8511962890625,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,128,16,fp16,76.56499481201172,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,128,16,fp32,139.30905151367188,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,128,32,bf16,112.17356872558594,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,128,32,fp16,111.22073364257812,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,128,32,fp32,230.06002807617188,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,128,64,bf16,187.3344573974609,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,128,64,fp16,186.83750915527344,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,128,64,fp32,,True,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,224,16,bf16,155.46563720703125,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,224,16,fp16,154.6914520263672,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,224,16,fp32,339.9935913085937,False,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,224,32,bf16,,True,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,224,32,fp16,,True,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,224,32,fp32,,True,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,224,64,bf16,,True,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,224,64,fp16,,True,NVIDIA_GeForce_RTX_4070_Ti,12,
beit_large_patch16_224,224,64,fp32,,True,NVIDIA_GeForce_RTX_4070_Ti,12,
coatnet_0_rw_224,64,16,bf16,7.732223987579346,False,NVIDIA_GeForce_RTX_4070_Ti,12,
coatnet_0_rw_224,64,16,fp16,7.726960182189941,False,NVIDIA_GeForce_RTX_4070_Ti,12,
