model,img_size,batch_size,precision,avg_time_ms,oom,gpu,vram_gb,cleanup
beit_large_patch16_224,64,16,bf16,31.774799346923828,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,64,16,fp16,31.634143829345703,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,64,16,fp32,46.35182571411133,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,64,32,bf16,39.23419189453125,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,64,32,fp16,39.02334213256836,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,64,32,fp32,67.43119812011719,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,64,64,bf16,51.37446212768555,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,64,64,fp16,51.03195190429688,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,64,64,fp32,107.5796356201172,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,128,16,bf16,51.635040283203125,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,128,16,fp16,51.42275238037109,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,128,16,fp32,107.79108428955078,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,128,32,bf16,79.2123031616211,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,128,32,fp16,78.86910247802734,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,128,32,fp32,183.14190673828125,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,128,64,bf16,138.73594665527344,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,128,64,fp16,138.0924835205078,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,128,64,fp32,349.8236694335937,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,224,16,bf16,115.10928344726562,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,224,16,fp16,114.6171646118164,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,224,16,fp32,287.7618103027344,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,224,32,bf16,212.94883728027344,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,224,32,fp16,211.6010589599609,False,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,224,32,fp32,,True,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,224,64,bf16,,True,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,224,64,fp16,,True,NVIDIA_GeForce_RTX_5070_Ti,16,
beit_large_patch16_224,224,64,fp32,,True,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,64,16,bf16,6.284800052642822,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,64,16,fp16,5.5442399978637695,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,64,16,fp32,6.332128047943115,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,64,32,bf16,7.535920143127441,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,64,32,fp16,6.734608173370361,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,64,32,fp32,8.992735862731934,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,64,64,bf16,10.885919570922852,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,64,64,fp16,9.50115203857422,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,64,64,fp32,14.30196762084961,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,128,16,bf16,10.739664077758787,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,128,16,fp16,9.139391899108888,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,128,16,fp32,13.015791893005373,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,128,32,bf16,16.779632568359375,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,128,32,fp16,14.180015563964844,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,128,32,fp32,24.83358383178711,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,128,64,bf16,31.301536560058597,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,128,64,fp16,26.486879348754883,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,128,64,fp32,49.916385650634766,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,224,16,bf16,27.8286247253418,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,224,16,fp16,22.82708740234375,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,224,16,fp32,43.39443206787109,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,224,32,bf16,52.3380012512207,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,224,32,fp16,45.050575256347656,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,224,32,fp32,86.51985931396484,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,224,64,bf16,105.31488037109376,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,224,64,fp16,91.67950439453124,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_0_rw_224,224,64,fp32,174.81195068359375,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,64,16,bf16,10.185423851013184,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,64,16,fp16,9.123215675354004,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,64,16,fp32,10.458111763000488,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,64,32,bf16,12.673376083374023,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,64,32,fp16,11.44215965270996,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,64,32,fp32,15.47812843322754,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,64,64,bf16,18.71721649169922,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,64,64,fp16,16.554399490356445,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,64,64,fp32,24.782079696655277,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,128,16,bf16,18.589920043945312,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,128,16,fp16,15.86790370941162,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,128,16,fp32,22.958192825317383,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,128,32,bf16,29.313215255737305,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,128,32,fp16,25.24627113342285,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,128,32,fp32,43.63761520385742,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,128,64,bf16,53.620384216308594,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,128,64,fp16,46.615264892578125,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,128,64,fp32,86.59912109375,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,224,16,bf16,49.55291366577149,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,224,16,fp16,41.05121612548828,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,224,16,fp32,77.2116928100586,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,224,32,bf16,90.7273406982422,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,224,32,fp16,80.64942169189453,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,224,32,fp32,152.8220977783203,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,224,64,bf16,181.30665588378903,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,224,64,fp16,163.52413940429688,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_1_rw_224,224,64,fp32,,True,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,64,16,bf16,13.275407791137695,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,64,16,fp16,12.119647979736328,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,64,16,fp32,14.88212776184082,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,64,32,bf16,17.66561508178711,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,64,32,fp16,15.855487823486328,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,64,32,fp32,22.86382484436035,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,64,64,bf16,27.880783081054688,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,64,64,fp16,24.51766395568848,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,64,64,fp32,38.07102584838867,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,128,16,bf16,27.138671875,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,128,16,fp16,22.61729621887207,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,128,16,fp32,35.678096771240234,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,128,32,bf16,44.9399528503418,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,128,32,fp16,38.4469108581543,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,128,32,fp32,69.24816131591797,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,128,64,bf16,84.78876495361328,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,128,64,fp16,74.44542694091797,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,128,64,fp32,132.67938232421875,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,224,16,bf16,72.13938903808594,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,224,16,fp16,62.58348846435547,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,224,16,fp32,116.24642944335938,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,224,32,bf16,140.22903442382812,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,224,32,fp16,123.71025848388672,False,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,224,32,fp32,,True,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,224,64,bf16,,True,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,224,64,fp16,,True,NVIDIA_GeForce_RTX_5070_Ti,16,
coatnet_2_rw_224,224,64,fp32,,True,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,64,16,bf16,12.191807746887209,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,64,16,fp16,12.118559837341309,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,64,16,fp32,17.64241600036621,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,64,32,bf16,14.712287902832031,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,64,32,fp16,14.617487907409668,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,64,32,fp32,25.271583557128903,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,64,64,bf16,19.48758316040039,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,64,64,fp16,19.36534309387207,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,64,64,fp32,41.576847076416016,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,128,16,bf16,19.00529670715332,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,128,16,fp16,18.879392623901367,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,128,16,fp32,46.00328063964844,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,128,32,bf16,29.09783935546875,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,128,32,fp16,28.937744140625,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,128,32,fp32,86.13502502441406,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,128,64,bf16,50.61467361450195,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,128,64,fp16,50.42622375488281,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,128,64,fp32,174.5133819580078,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,224,16,bf16,40.515472412109375,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,224,16,fp16,40.30905532836914,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,224,16,fp32,148.3863983154297,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,224,32,bf16,74.3743667602539,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,224,32,fp16,73.96372985839844,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,224,32,fp32,303.32879638671875,False,NVIDIA_GeForce_RTX_5070_Ti,16,
convnext_base,224,64,bf16,148.53091430664062,False,NVIDIA_GeForce_RTX_5070_Ti,16,
